# Post-processed data from Mosleh et al. 2020.
# Galaxies are selected in this file from the paper,
# with "Method 1" being preferred over "Method 2".
# Only galaxies with reliable efforts for either of
# those have been inclued, with around a 15%
# drop rate. These columns correspond to z, 10**logM*, 
# rM{I,II}, e_rM{I,II}, and a separate column provided
# to tell us if the galaxies were star forming or not.
# Data postprocessing by Josh Borrow on 20 Jan 2021.
# Column [],Redshift [],Stellar Mass [Solar_Mass],Half-Mass Radius [kpc],Half-Mass Radius Error [kpc],Star Forming []
1781,0.98,48977881936.84457,1.101,0.048,0
1782,0.7,21877616239.495518,1.03,0.043,0
1783,1.74,14791083881.682072,5.807,0.369,1
1784,1.76,7079457843.841373,1.472,0.051,1
1785,0.63,18620871366.628654,4.309,0.041,1
1786,1.35,28183829312.644493,0.808,0.05,1
1787,1.2,81283051616.40996,1.544,0.05,1
1788,1.85,28183829312.644493,0.658,0.051,0
1789,0.8,34673685045.2531,2.029,0.045,1
1790,1.37,30902954325.13592,2.831,0.051,1
1791,1.04,7943282347.242822,0.97,0.049,1
1792,1.36,11220184543.019653,2.122,0.051,1
1793,0.93,34673685045.2531,5.712,0.047,1
1794,1.89,95499258602.14369,0.354,0.051,1
1795,0.75,10232929922.807537,0.441,0.044,0
1796,0.81,7413102413.009162,2.445,0.045,1
1797,1.76,25118864315.09582,3.046,0.051,1
1798,1.78,9772372209.558111,3.938,0.241,1
1799,0.6,91201083935.59116,1.365,0.04,1
1800,1.82,15135612484.362072,4.003,0.051,1
1801,1.15,6918309709.189363,2.424,0.049,1
1802,1.0,9772372209.558111,1.01,0.048,0
1803,1.13,7413102413.009162,0.937,0.049,0
1804,1.59,52480746024.97734,2.594,0.051,1
1805,1.0,15135612484.362072,3.799,0.048,1
1806,1.1,34673685045.2531,3.582,0.049,1
1807,1.55,6309573444.801943,1.78,0.051,1
1808,1.54,50118723362.72715,2.441,0.22,0
1809,0.8,34673685045.2531,1.217,0.045,0
1810,1.58,16218100973.58933,1.78,0.051,1
1811,1.32,30199517204.02019,1.965,0.05,1
1812,1.63,42657951880.15934,3.764,0.054,1
1813,1.53,19498445997.580414,0.915,0.084,0
1814,1.8,9772372209.558111,3.093,0.051,1
1815,1.65,27542287033.381634,1.933,0.051,1
1816,0.83,8511380382.023759,0.73,0.046,1
1817,0.84,13803842646.028866,1.558,0.046,1
1818,1.81,12589254117.941662,3.396,0.094,1
1819,1.97,8511380382.023759,1.46,0.077,1
1820,1.42,29512092266.663902,1.216,0.051,0
1821,1.52,15135612484.362072,1.22,0.051,0
1822,0.49,6309573444.801943,2.502,0.036,1
1823,0.85,22908676527.6777,3.265,0.046,1
1824,1.14,6918309709.189363,10.619,0.698,1
1825,0.57,7079457843.841373,0.94,0.039,1
1826,0.94,9549925860.214369,1.278,0.047,1
1827,0.64,15848931924.611109,4.422,0.059,1
1828,0.82,12022644346.174131,2.227,0.045,1
1829,0.25,6309573444.801943,2.77,0.023,0
1830,1.35,112201845430.19653,4.695,0.076,1
1831,1.87,38018939632.05613,1.618,0.051,1
1832,0.96,12022644346.174131,1.761,0.048,0
1833,0.99,60255958607.435684,4.077,0.048,1
1834,1.48,9772372209.558111,10.817,0.215,1
1835,0.67,112201845430.19653,3.034,0.042,0
1836,0.73,8317637711.026709,0.785,0.044,1
1837,0.48,14125375446.227554,1.972,0.036,1
1838,1.99,67608297539.19819,4.274,0.172,1
1839,0.64,22387211385.683376,2.397,0.041,1
1840,1.02,6456542290.346562,2.512,0.048,1
1841,0.48,12022644346.174131,3.979,0.036,1
1842,0.85,6918309709.189363,2.575,0.046,1
1843,0.97,50118723362.72715,2.005,0.048,1
1844,0.95,120226443461.74132,7.691,0.08,1
1845,1.91,18620871366.628654,1.868,0.05,1
1846,0.56,14125375446.227554,3.301,0.039,1
1847,0.68,47863009232.2638,1.993,0.042,0
1848,1.58,18620871366.628654,4.324,0.127,1
1849,0.74,15135612484.362072,1.447,0.044,1
1850,0.97,66069344800.75964,4.916,0.048,1
1851,0.81,12022644346.174131,3.033,0.045,1
1852,1.54,7413102413.009162,1.831,0.051,1
1853,0.96,12302687708.123812,0.809,0.048,1
1854,2.0,28183829312.644493,3.518,0.102,1
1855,1.17,17378008287.493763,1.835,0.05,1
1856,0.52,26302679918.953815,1.833,0.037,0
1857,1.16,9772372209.558111,4.486,0.133,1
1858,0.97,33113112148.259075,1.623,0.048,1
1859,0.93,13182567385.564047,4.343,0.047,1
1860,1.1,102329299228.07536,3.042,0.049,0
1861,1.81,13803842646.028866,1.318,0.051,1
1862,0.72,21379620895.022324,0.868,0.043,1
1863,0.97,6309573444.801943,3.513,0.113,1
1864,1.02,26915348039.26914,1.691,0.048,1
1865,1.02,229086765276.777,7.729,0.129,0
1866,1.14,19952623149.688828,0.494,0.049,0
1867,0.68,21379620895.022324,0.933,0.042,0
1868,1.35,7244359600.749891,1.565,0.05,1
1869,1.47,43651583224.016655,2.589,0.051,1
1870,0.56,22908676527.6777,2.292,0.039,1
1871,1.07,10000000000.0,2.44,0.049,1
1872,1.16,38018939632.05613,3.418,0.05,1
1873,0.72,10232929922.807537,2.126,0.043,1
1874,0.94,77624711662.86928,1.941,0.047,1
1875,1.05,25703957827.68865,2.625,0.049,0
1876,0.97,21379620895.022324,3.055,0.048,0
1877,0.48,38018939632.05613,2.151,0.036,0
1878,1.4,83176377110.26709,1.57,0.051,1
1879,0.82,47863009232.2638,1.636,0.045,1
1880,1.61,6760829753.919819,4.07,0.101,1
1881,0.96,16982436524.61746,1.999,0.048,1
1882,1.09,8709635899.560797,1.519,0.049,0
1883,1.02,46773514128.71981,1.981,0.055,0
1884,1.93,46773514128.71981,1.765,0.05,1
1885,1.87,63095734448.019424,2.225,0.051,1
1886,1.11,112201845430.19653,2.359,0.049,1
1887,1.13,27542287033.381634,3.699,0.052,1
1888,0.51,8317637711.026709,0.407,0.037,0
1889,1.08,19498445997.580414,2.396,0.049,1
1890,1.11,12589254117.941662,1.426,0.049,0
1891,1.02,33884415613.920204,0.483,0.048,0
1892,0.85,18197008586.099827,1.931,0.046,0
1893,0.97,19498445997.580414,1.193,0.048,0
1894,1.6,8511380382.023759,2.493,0.051,1
1895,0.84,46773514128.71981,1.283,0.046,0
1896,1.01,144543977074.5928,2.795,0.048,0
1897,0.97,37153522909.71728,1.193,0.048,0
1898,0.49,7585775750.291851,0.399,0.036,0
1899,0.67,37153522909.71728,2.95,0.042,1
1900,1.84,13489628825.916561,1.165,0.051,1
1901,0.8,63095734448.019424,3.606,0.045,0
1902,0.41,13803842646.028866,3.34,0.033,1
1903,0.87,25703957827.68865,1.25,0.046,0
1904,0.98,16595869074.375631,0.67,0.048,0
1905,1.08,20417379446.695316,0.685,0.049,0
1906,1.13,7079457843.841373,2.91,0.049,1
1907,1.75,8317637711.026709,1.676,0.051,1
1908,1.49,9772372209.558111,0.559,0.051,0
1909,1.73,46773514128.71981,1.016,0.051,0
1910,1.67,12302687708.123812,0.153,0.051,1
1911,0.47,15848931924.611109,1.205,0.035,1
1912,1.63,20417379446.695316,4.527,0.083,1
1913,1.29,22387211385.683376,7.489,0.346,1
1914,1.23,11481536214.968842,0.7,0.05,0
1915,0.77,87096358995.60797,3.292,0.044,0
1916,0.95,45708818961.48752,1.377,0.047,0
1917,1.39,8317637711.026709,0.557,0.051,1
1918,0.77,28183829312.644493,2.269,0.044,1
1919,1.01,22387211385.683376,1.157,0.048,1
1920,0.93,12302687708.123812,1.983,0.047,1
1921,0.85,15848931924.611109,0.506,0.046,0
1922,1.26,12022644346.174131,1.403,0.05,1
1923,1.01,51286138399.13659,1.157,0.048,0
1924,0.8,8511380382.023759,0.451,0.045,0
1925,1.54,25118864315.09582,2.085,0.051,1
1926,1.66,12882495516.931322,4.882,0.102,1
1927,0.52,19498445997.580414,1.197,0.037,0
1928,0.96,6456542290.346562,1.714,0.048,1
1929,0.95,17378008287.493763,0.522,0.047,1
1930,1.27,9772372209.558111,8.579,0.156,1
1931,1.01,30199517204.02019,2.313,0.048,1
1932,1.02,50118723362.72715,2.029,0.048,0
1933,1.62,234422881531.9918,1.475,0.051,1
1934,0.78,7943282347.242822,0.938,0.045,1
1935,0.43,14454397707.45928,1.044,0.034,0
1936,1.42,6918309709.189363,0.862,0.051,1
1937,1.63,8317637711.026709,1.119,0.051,1
1938,0.53,16595869074.375631,1.814,0.038,1
1939,1.21,28840315031.266117,5.683,0.205,1
1940,0.52,11220184543.019653,1.946,0.037,1
1941,0.95,12882495516.931322,2.374,0.047,1
1942,1.6,14125375446.227554,4.477,0.054,1
1943,0.75,6456542290.346562,3.877,0.062,1
1944,1.49,57543993733.71567,2.184,0.051,1
1945,0.14,34673685045.2531,3.482,0.015,1
1946,0.84,10715193052.376049,3.161,0.046,1
1947,1.69,9772372209.558111,1.169,0.051,1
1948,0.78,8511380382.023759,0.804,0.045,1
1949,1.26,48977881936.84457,3.007,0.05,1
1950,0.87,20892961308.54041,1.806,0.046,1
1951,0.85,52480746024.97734,2.759,0.046,1
1952,1.18,8511380382.023759,1.987,0.05,1
1953,0.75,46773514128.71981,1.674,0.044,0
1954,1.05,10715193052.376049,1.215,0.049,1
1955,1.63,26302679918.953815,0.631,0.044,0
1956,1.5,25118864315.09582,0.305,0.051,1
1957,0.55,22908676527.6777,1.694,0.038,0
1958,1.78,6918309709.189363,2.029,0.051,1
1959,1.26,109647819614.31828,2.556,0.05,1
1960,1.63,7079457843.841373,1.831,0.051,1
1961,1.27,81283051616.40996,1.455,0.05,0
1962,1.44,12302687708.123812,1.572,0.051,1
1963,1.64,15848931924.611109,1.984,0.051,1
1964,1.62,12022644346.174131,1.526,0.051,1
1965,1.45,6760829753.919819,1.268,0.051,1
1966,0.84,34673685045.2531,1.695,0.046,0
1967,1.95,25118864315.09582,3.427,0.093,1
1968,1.99,39810717055.34969,1.207,0.05,1
1969,1.13,25118864315.09582,2.466,0.049,1
1970,1.51,32359365692.96281,0.61,0.051,0
1971,1.51,16218100973.58933,3.049,0.08,1
1972,1.02,56234132519.034904,1.353,0.048,0
1973,0.84,7079457843.841373,3.757,0.046,1
1974,1.41,33884415613.920204,1.487,0.011,1
1975,0.89,7079457843.841373,1.259,0.047,1
1976,1.75,6309573444.801943,1.726,0.051,1
1977,0.94,38018939632.05613,1.846,0.047,1
1978,1.98,20892961308.54041,0.553,0.053,0
1979,1.81,24547089156.850334,1.419,0.051,0
1980,0.75,8317637711.026709,1.454,0.044,1
1981,1.73,7244359600.749891,2.286,0.051,1
1982,1.36,11481536214.968842,3.94,0.092,1
1983,1.02,58884365535.55884,1.836,0.048,1
1984,0.39,23442288153.19918,1.429,0.032,1
1985,0.75,8317637711.026709,2.115,0.044,1
1986,1.99,10232929922.807537,0.772,0.042,0
1987,0.34,9332543007.969925,1.63,0.029,1
1988,0.75,23442288153.19918,2.864,0.044,1
1989,1.03,95499258602.14369,1.307,0.048,1
1990,1.04,33884415613.920204,0.776,0.049,1
1991,1.58,16218100973.58933,5.544,0.152,1
1992,0.64,11220184543.019653,0.62,0.041,0
1993,0.64,19952623149.688828,1.198,0.041,0
1994,0.51,7244359600.749891,1.593,0.037,1
1995,0.97,11481536214.968842,1.098,0.048,1
1996,0.66,6456542290.346562,1.591,0.042,1
1997,0.56,6760829753.919819,2.408,0.039,1
1998,1.72,6606934480.075964,1.677,0.051,1
1999,0.87,16218100973.58933,1.575,0.046,1
2000,0.96,6456542290.346562,0.857,0.048,1
2001,1.9,173780082874.93762,3.031,0.051,1
2002,1.73,34673685045.2531,1.93,0.051,0
2003,0.95,6760829753.919819,3.228,0.057,1
2004,1.67,87096358995.60797,1.22,0.051,1
2005,1.09,22387211385.683376,1.666,0.049,1
2006,0.41,8317637711.026709,1.768,0.033,1
2007,0.22,67608297539.19819,3.669,0.021,1
2008,1.19,35481338923.357605,0.945,0.05,1
2009,1.76,27542287033.381634,1.269,0.051,0
2010,0.41,33113112148.259075,1.113,0.033,1
2011,0.76,8317637711.026709,0.974,0.044,1
2012,1.56,7585775750.291851,1.424,0.051,1
2013,0.98,7244359600.749891,2.584,0.048,1
2014,1.72,50118723362.72715,1.067,0.051,1
2015,1.99,38904514499.42805,1.458,0.05,0
2016,0.75,19498445997.580414,2.776,0.044,1
2017,0.48,12302687708.123812,1.9,0.036,1
2018,0.85,14791083881.682072,0.552,0.046,1
2019,1.52,12882495516.931322,1.22,0.051,1
2020,0.94,37153522909.71728,2.983,0.047,1
2021,0.65,19498445997.580414,1.789,0.042,0
2022,1.28,28183829312.644493,2.109,0.05,1
2023,1.21,10000000000.0,2.044,0.05,1
2024,0.96,75857757502.91852,2.19,0.048,1
2025,0.65,17782794100.38923,1.456,0.042,1
2026,0.64,13803842646.028866,3.554,0.041,1
2027,0.68,38018939632.05613,1.611,0.042,0
2028,0.66,60255958607.435684,2.973,0.042,1
2029,0.54,19498445997.580414,2.937,0.038,1
2030,1.66,69183097091.89363,0.559,0.051,0
2031,1.69,19952623149.688828,1.576,0.051,1
2032,1.24,38904514499.42805,0.7,0.05,0
2033,1.16,13182567385.564047,3.17,0.05,1
2034,1.73,38904514499.42805,1.27,0.051,0
2035,0.68,22908676527.6777,0.763,0.042,0
2036,1.52,27542287033.381634,4.778,0.051,1
2037,0.48,186208713666.28656,0.538,0.036,0
2038,0.97,15848931924.611109,6.109,0.048,0
2039,0.92,12302687708.123812,2.495,0.047,1
2040,1.01,85113803820.2376,2.603,0.048,1
2041,0.93,10000000000.0,5.571,0.331,1
2042,1.63,8709635899.560797,1.679,0.051,1
2043,0.85,36307805477.01018,1.196,0.046,0
2044,1.48,23442288153.19918,2.438,0.051,1
2045,0.94,9772372209.558111,0.663,0.047,1
2046,0.92,6606934480.075964,1.883,0.047,1
2047,0.95,8709635899.560797,1.757,0.047,1
2048,0.85,12589254117.941662,1.517,0.046,1
2049,1.19,13803842646.028866,3.282,0.086,1
2050,1.58,8511380382.023759,1.984,0.051,1
2051,1.2,38904514499.42805,1.344,0.05,1
2052,1.59,23442288153.19918,6.003,0.606,1
2053,0.42,8709635899.560797,2.093,0.033,1
2054,0.94,25703957827.68865,1.184,0.047,1
2055,0.85,36307805477.01018,1.563,0.046,0
2056,0.52,87096358995.60797,4.116,0.037,1
2057,1.39,16218100973.58933,1.569,0.051,1
2058,1.23,48977881936.84457,1.449,0.05,1
2059,1.01,6760829753.919819,2.603,0.048,1
2060,1.01,10000000000.0,1.109,0.048,1
2061,1.33,27542287033.381634,1.311,0.05,1
2062,0.92,6918309709.189363,2.683,0.047,1
2063,0.94,10471285480.508986,1.941,0.047,1
2064,0.87,7943282347.242822,0.417,0.046,0
2065,0.97,10232929922.807537,2.482,0.048,1
2066,0.57,19054607179.632442,1.175,0.039,1
2067,0.6,8912509381.33744,2.007,0.04,1
2068,1.87,14791083881.682072,1.77,0.051,1
2069,0.3,6456542290.346562,1.524,0.027,1
2070,1.53,46773514128.71981,1.373,0.051,1
2071,1.28,21379620895.022324,3.415,0.05,1
2072,1.61,6918309709.189363,2.34,0.096,1
2073,0.92,12302687708.123812,2.071,0.047,1
2074,0.66,48977881936.84457,1.173,0.042,1
2075,1.65,51286138399.13659,2.085,0.178,1
2076,1.53,7943282347.242822,2.186,0.051,1
2077,1.14,36307805477.01018,4.149,0.049,1
2078,1.49,16595869074.375631,1.93,0.051,1
2079,1.19,46773514128.71981,0.597,0.05,1
2080,1.97,30199517204.02019,2.316,0.061,1
2081,1.35,22387211385.683376,2.019,0.05,1
2082,0.52,10964781961.43183,0.748,0.037,0
2083,1.21,9120108393.559114,1.944,0.05,1
2084,1.19,23988329190.194946,0.298,0.05,0
2085,1.59,14125375446.227554,1.933,0.058,1
2086,1.71,69183097091.89363,1.829,0.051,0
2087,1.11,58884365535.55884,0.344,0.049,0
2088,0.47,18197008586.099827,1.843,0.035,0
2089,0.41,16218100973.58933,0.753,0.033,0
2090,0.88,123026877081.23811,1.952,0.046,0
2091,0.64,40738027780.41122,0.868,0.041,1
2092,1.94,7413102413.009162,2.218,0.05,1
2093,0.56,11481536214.968842,1.359,0.039,1
2094,1.73,56234132519.034904,1.372,0.051,1
2095,0.59,6456542290.346562,2.111,0.04,1
2096,1.31,12022644346.174131,1.762,0.05,1
2097,1.17,25703957827.68865,1.587,0.05,0
2098,0.94,11481536214.968842,3.125,0.047,1
2099,1.19,15488166189.124796,3.481,0.061,1
2100,1.74,7943282347.242822,0.762,0.051,1
2101,1.14,141253754462.27554,7.507,0.11,0
2102,1.72,7943282347.242822,1.829,0.074,1
2103,0.86,8709635899.560797,1.523,0.046,1
2104,1.81,22387211385.683376,2.433,0.051,1
2105,1.14,51286138399.13659,6.124,0.089,1
2106,1.45,8511380382.023759,0.761,0.051,1
2107,1.75,46773514128.71981,1.929,0.051,0
2108,0.57,37153522909.71728,1.763,0.039,1
2109,1.64,12022644346.174131,1.373,0.051,1
2110,1.22,23988329190.194946,3.743,0.054,1
2111,0.91,100000000000.0,2.252,0.047,0
2112,1.92,15488166189.124796,1.665,0.05,1
2113,0.73,8128305161.640995,0.262,0.044,0
2114,1.21,46773514128.71981,1.197,0.05,0
2115,1.02,37153522909.71728,2.319,0.048,0
2116,0.78,15848931924.611109,2.905,0.045,1
2117,0.66,8128305161.640995,0.251,0.042,0
2118,1.53,16595869074.375631,5.44,0.051,1
2119,0.95,8511380382.023759,4.083,0.086,1
2120,1.68,181970085860.99826,13.27,0.098,0
2121,0.95,47863009232.2638,1.994,0.047,0
2122,1.23,41686938347.03346,1.999,0.05,1
2123,1.08,60255958607.435684,2.298,0.049,0
2124,0.81,10000000000.0,0.996,0.045,1
2125,1.67,8912509381.33744,2.848,0.051,1
2126,0.71,8317637711.026709,0.518,0.043,0
2127,0.83,51286138399.13659,1.095,0.046,0
2128,1.98,15488166189.124796,2.314,0.05,1
2129,1.22,8128305161.640995,3.344,0.075,1
2130,1.74,39810717055.34969,0.406,0.051,1
2131,0.97,22908676527.6777,1.957,0.048,1
2132,1.13,22387211385.683376,0.69,0.049,0
2133,1.31,26915348039.26914,1.007,0.05,1
2134,0.77,81283051616.40996,3.648,0.045,0
2135,1.79,48977881936.84457,1.065,0.051,1
2136,1.02,147910838816.8207,4.686,0.048,1
2137,1.02,44668359215.09635,2.512,0.048,1
2138,1.76,20892961308.54041,4.569,0.055,1
2139,1.19,19952623149.688828,1.542,0.05,1
2140,0.11,19054607179.632442,3.182,0.044,1
2141,1.62,34673685045.2531,4.222,0.101,1
2142,1.53,6456542290.346562,1.881,0.051,1
2143,1.71,16595869074.375631,2.134,0.058,1
2144,1.24,28183829312.644493,1.851,0.05,1
2145,0.87,12302687708.123812,0.648,0.046,0
2146,1.24,28840315031.266117,0.8,0.05,1
2147,1.72,9120108393.559114,3.963,0.45,1
2148,1.02,15848931924.611109,2.609,0.05,1
2149,1.34,134896288259.1656,2.876,0.05,1
2150,1.54,11748975549.395304,2.593,0.051,1
2151,1.01,50118723362.72715,2.265,0.048,1
2152,1.19,10471285480.508986,1.89,0.05,1
2153,1.82,19498445997.580414,5.219,0.076,1
2154,1.99,32359365692.96281,1.81,0.247,1
2155,2.0,7079457843.841373,1.407,0.05,1
2156,0.95,46773514128.71981,1.994,0.047,0
2157,0.98,16982436524.61746,1.771,0.048,1
2158,0.84,26915348039.26914,2.611,0.046,1
2159,0.56,79432823472.42822,1.942,0.039,0
2160,0.84,20892961308.54041,1.741,0.046,1
2161,0.9,47863009232.2638,2.573,0.047,1
2162,0.46,81283051616.40996,3.746,0.035,1
2163,1.46,51286138399.13659,0.812,0.051,1
2164,1.39,8317637711.026709,2.986,0.051,1
2165,0.5,7413102413.009162,0.513,0.037,0
2166,1.22,19498445997.580414,0.349,0.05,1
2167,0.94,23442288153.19918,0.521,0.047,0
2168,1.53,21379620895.022324,2.186,0.051,1
2169,0.6,11220184543.019653,1.124,0.04,0
2170,0.87,9332543007.969925,0.926,0.046,1
2171,1.46,12882495516.931322,4.466,0.543,1
2172,0.46,38018939632.05613,3.992,0.035,1
2173,0.96,36307805477.01018,2.952,0.048,1
2174,0.77,26302679918.953815,2.091,0.044,1
2175,1.67,48977881936.84457,4.78,0.16,1
2176,1.97,56234132519.034904,0.604,0.05,0
2177,1.7,7762471166.286927,2.236,0.116,1
2178,0.5,20892961308.54041,3.445,0.037,1
2179,1.36,25703957827.68865,2.374,0.051,1
2180,1.55,6760829753.919819,2.797,0.051,1
2181,0.72,120226443461.74132,1.649,0.043,0
2182,0.46,16982436524.61746,2.661,0.035,1
2183,0.83,6606934480.075964,2.145,0.046,1
2184,1.67,17378008287.493763,3.865,0.111,0
2185,0.43,10715193052.376049,1.516,0.034,1
2186,0.85,125892541179.41661,1.563,0.046,1
2187,0.85,177827941003.89227,4.047,0.046,1
2188,1.24,15135612484.362072,1.121,0.005,1
2189,0.66,93325430079.69925,1.131,0.042,0
2190,0.85,60255958607.435684,2.069,0.046,1
2191,1.98,17378008287.493763,3.27,0.068,1
2192,1.02,36307805477.01018,2.415,0.048,1
2193,0.46,7943282347.242822,1.751,0.035,1
2194,1.24,18620871366.628654,0.75,0.05,0
2195,1.51,9772372209.558111,3.049,0.111,1
2196,1.42,10471285480.508986,0.862,0.051,0
2197,1.84,45708818961.48752,2.177,0.051,1
2198,1.02,61659500186.148094,2.27,0.048,1
2199,1.02,102329299228.07536,1.642,0.048,1
2200,0.56,239883291901.9495,3.651,0.039,1
2201,1.02,26915348039.26914,2.898,0.171,1
2202,0.97,13803842646.028866,0.62,0.048,0
2203,0.57,10471285480.508986,2.233,0.039,1
2204,0.93,21379620895.022324,1.227,0.047,1
2205,0.8,6309573444.801943,2.344,0.045,1
2206,1.52,17378008287.493763,0.508,0.051,1
2207,0.66,15488166189.124796,0.544,0.042,0
2208,0.91,32359365692.96281,1.971,0.047,1
2209,1.23,60255958607.435684,2.149,0.05,1
2210,1.03,102329299228.07536,2.614,0.048,1
2211,1.57,31622776601.683792,2.441,0.051,1
2212,0.46,8912509381.33744,1.541,0.035,1
2213,0.82,12882495516.931322,1.182,0.045,1
2214,1.99,9120108393.559114,1.207,0.05,1
2215,1.07,31622776601.683792,0.634,0.049,0
2216,1.12,15488166189.124796,1.428,0.049,0
2217,0.95,30199517204.02019,2.279,0.047,0
2218,1.82,60255958607.435684,1.115,0.051,1
2219,1.01,12302687708.123812,1.591,0.048,1
2220,1.5,22908676527.6777,2.032,0.051,0
2221,0.32,10232929922.807537,0.922,0.028,0
2222,1.62,7943282347.242822,1.78,0.051,1
2223,1.08,10715193052.376049,3.227,0.189,1
2224,0.4,24547089156.850334,1.032,0.032,1
2225,0.75,12589254117.941662,0.661,0.044,1
2226,0.41,8912509381.33744,1.539,0.033,1
2227,0.52,75857757502.91852,2.769,0.037,0
2228,1.2,97723722095.58112,1.593,0.05,0
2229,1.16,7079457843.841373,2.972,0.05,1
2230,1.29,8128305161.640995,2.061,0.05,1
2231,1.63,17782794100.38923,1.577,0.051,0
2232,0.89,15135612484.362072,5.782,0.106,1
2233,0.91,19054607179.632442,1.267,0.047,0
2234,1.22,36307805477.01018,0.399,0.05,0
2235,1.03,26915348039.26914,0.968,0.048,0
2236,1.64,31622776601.683792,0.763,0.051,1
2237,1.24,7079457843.841373,1.851,0.05,1
2238,0.29,12022644346.174131,4.911,0.026,1
2239,0.61,12022644346.174131,1.052,0.04,0
2240,1.73,10964781961.43183,1.727,0.051,1
2241,0.91,16218100973.58933,5.35,0.094,1
2242,0.94,15848931924.611109,2.32,0.047,1
2243,1.01,12882495516.931322,0.771,0.048,1
2244,0.56,16218100973.58933,2.097,0.039,0
2245,1.79,6918309709.189363,2.637,0.16,1
2246,0.85,194984459975.80414,1.426,0.046,0
2247,0.41,30199517204.02019,1.015,0.033,0
2248,0.81,37153522909.71728,9.462,0.23,0
2249,0.56,19498445997.580414,2.563,0.039,1
2250,1.66,21877616239.495518,3.255,0.051,1
2251,1.25,13182567385.564047,1.001,0.05,0
2252,0.84,10715193052.376049,1.283,0.046,0
2253,0.96,41686938347.03346,1.428,0.048,1
2254,1.14,6456542290.346562,3.013,0.049,1
2255,0.64,19952623149.688828,1.984,0.041,1
2256,0.85,60255958607.435684,1.288,0.046,0
2257,1.22,95499258602.14369,2.745,0.05,1
2258,1.4,14125375446.227554,0.456,0.051,1
2259,0.52,17378008287.493763,0.823,0.037,0
2260,1.94,7413102413.009162,2.218,0.057,1
2261,0.9,8511380382.023759,1.637,0.047,0
2262,0.94,11220184543.019653,1.278,0.047,0
2263,0.42,52480746024.97734,0.963,0.033,0
2264,1.14,36307805477.01018,0.445,0.049,1
2265,1.33,41686938347.03346,1.008,0.05,1
2266,1.0,138038426460.28867,2.452,0.048,1
2267,0.68,56234132519.034904,1.569,0.042,0
2268,0.48,19054607179.632442,1.936,0.036,0
2269,1.61,10000000000.0,3.942,0.069,1
2270,1.08,16218100973.58933,0.196,0.049,0
2271,1.02,16595869074.375631,1.594,0.048,1
2272,0.81,9549925860.214369,2.852,0.045,1
2273,1.82,69183097091.89363,0.861,0.051,0
2274,0.91,23988329190.194946,1.689,0.047,0
2275,0.46,53703179637.02533,3.081,0.035,0
2276,0.85,32359365692.96281,2.069,0.046,1
2277,1.67,7413102413.009162,3.966,0.119,1
2278,0.79,10000000000.0,1.302,0.045,1
2279,1.77,69183097091.89363,3.349,0.098,1
2280,1.22,31622776601.683792,2.346,0.05,0
2281,0.56,20892961308.54041,4.428,0.039,1
2282,1.95,6309573444.801943,2.469,0.05,1
2283,1.7,19054607179.632442,0.712,0.051,1
2284,1.01,8511380382.023759,3.181,0.061,1
2285,0.86,10232929922.807537,1.2,0.046,1
2286,1.47,60255958607.435684,0.203,0.051,0
2287,1.51,23442288153.19918,0.762,0.051,1
2288,1.61,158489319246.11108,4.833,0.054,1
2289,1.68,9549925860.214369,3.051,0.051,1
2290,0.88,7943282347.242822,1.58,0.046,1
2291,0.84,15488166189.124796,1.832,0.046,1
2292,1.59,10232929922.807537,2.34,0.051,1
2293,1.89,6606934480.075964,1.162,0.051,1
2294,0.64,19952623149.688828,2.851,0.041,1
2295,1.23,8709635899.560797,1.649,0.05,1
2296,1.24,21379620895.022324,1.301,0.05,1
2297,1.47,7244359600.749891,3.097,0.057,1
2298,1.98,11481536214.968842,2.415,0.085,1
2299,0.52,29512092266.663902,2.17,0.037,0
2300,1.14,56234132519.034904,4.05,0.049,1
2301,0.91,12882495516.931322,2.112,0.047,1
2302,1.55,7585775750.291851,0.661,0.051,1
